OFFICIAL_NAME,COUNTY_NAME,OFFICIAL_SIZE_VALUE,OFFICIAL_MAX_DEPTH_VALUE,PLSS,WBIC
Pickerel Lake,Langlade,1272.35,19,T34N R12E S25 NE NE,388100
Pickerel Lake,Lincoln,48.97,14,T34N R8E S16 NW SW,1558400
Pickerel Lake,Oneida,580.69,17,T39N R8E S18 NE NW,1590400
Pickerel Lake,Walworth,32.5,31,T4N R17E S13 NW NE,767100
Pickerel Lake,Portage,39.42,12,T21N R10E S5 SW SW,195900
Pickerel Lake,Oconto,175.68,10,T33N R15E S11 NE NW,474900
Pickerel Lake,Polk,15.01,43,T36N R16W S25 SE SW,2458900
Pickerel Lake,Douglas,42.07,23,T43N R12W S21 SW NW,2489100
Pickerel Lake,Chippewa,14.72,59,T31N R8W S1 SE SW,2180500
Pickerel Lake,Bayfield,88.83,38,T44N R9W S5 NE NE,2489200
Pickerel Lake,Vilas,270.32,26,T40N R9E S5 NE SE,1619700
Pickerel Lake,Forest,1272.35,19,T34N R12E S25 NE NE,388100
Pickerel Lake,Waushara,24.66,51,T18N R10E S27 NE NE,151000
Pickerel Lake ,Chippewa,5.16,33,T32N R8W S28 SW SE,1874300
Picnic Lake,Chippewa,25.94,62,T32N R7W S31 SE SW,2347000
Picture Lake,Bayfield,50.21,8,T44N R7W S31 NE SW,2489300
Pier Lake,Oneida,261.64,15,T37N R4E S3 SW NW,1529700
Pigeon Lake,Manitowoc,79.69,62,T18N R22E S33 SW NE,64000
Pigeon Lake,Bayfield,199.83,26,T45N R8W S34 NE NE,2489400
Pigeon Lake,Waupaca,173.01,10,T25N R14E S23 SE NW,293300
Pike Lake,Washington,460.98,45,T10N R18E S23 NW SW,858300
Pike Lake,Marathon,203.68,34,T27N R9E S24 NE NE,1406300
Pike Lake,Bayfield,19.45,23,T47N R8W S21 SE SW,2904000
Pike Lake,Iron,213.8,80,T43N R3E S28 SE SW,2299900
Pike Lake,Polk,148.37,33,T33N R16W S29 SE NW,2624000
Pike Lake,Chippewa,188.92,37,T30N R6W S14 NW SE,2157900
Pike Lake,Price,740.64,17,T40N R3E S26 SE SW,2268300
Pine Lake,Oneida,204.49,24,T39N R4E S36 SE NE,1012200
Pine Lake,Burnett,59.47,46,T37N R18W S22 NE SE,2490100
Pine Lake,Waushara,104.01,21,T19N R8E S11 SE NW,1012000
Pine Lake,Lincoln,132.27,17,T35N R8E S24 SW NE,1012100
Pine Lake,Chippewa,256.49,106,T32N R9W S3 NW SW,2092900
Pine Lake,Waukesha,710.53,85,T8N R18E S32 NE NE,779200
Pine Lake,Saint Croix,118.47,21,T29N R17W S1 NE NE,2489700
Pine Lake,Waushara,136.85,48,T20N R11E S2 SW NE,196100
Pine Lake,Iron,299.61,41,T44N R3E S29 NW NE,2949200
Pine Lake,Oconto,3.9,20,T32N R15E S12 SW SW,426000
Pine Lake,Forest,1672.57,15,T37N R12E S28 NE SW,406900
Pine Lake,Rusk,256.49,106,T32N R9W S3 NW SW,2092900
Pine Lake,Polk,88.07,34,T32N R18W S23 NE NW,2490400
Pine Lake,Portage,22.91,12,T21N R10E S5 NW SW,196200
Pine Lake,Shawano,217.13,35,T26N R15E S34 SW SE,299100
Pine Lake,Oneida,242.07,32,T37N R9E S4 SE NE,1581700
Pine Lake,Polk,152.24,53,T36N R16W S24 SW NE,2489900
Pine Lake,Marquette,32.68,30,T17N R8E S20 SW NE,106800
Pine Ridge Lake,Oconto,36.99,30,T33N R16E S23 SW NE,426100
Pine River Flowage,Florence,123.02,35,T39N R18E S28 SW NE,651300
Pioneer Lake,Vilas,429.42,27,T41N R10E S26 NE NW,1623400
Pipe Lake,Polk,293.28,68,T35N R15W S15 SW NE,2490500
Pixley Flowage,Price,181.58,23,T39N R1W S8 NE NE,2288900
"Placid Twin Lake, North",Vilas,33.26,23,T40N R5E S26 NW SE,2323800
Placid Twin Lakes,Vilas,35.57,26,T40N R5E S26 SW NE,2323900
Plainfield Lake,Waushara,29.37,12,T20N R9E S18 NE SW,1012500
Planning Lake,Chippewa,17.34,11,T31N R7W S8 NW SW,1874900
Planorbis Lake,Bayfield,6.59,30,T45N R7W S5 NW SW,2771700
Planting Ground Lake,Oneida,1010.47,37,T39N R11E S20 NW SW,1609100
Plate Lake,Douglas,.91,17,T46N R11W S12 SE SE,2867500
Pleasant Lake,Portage,11.89,15,T21N R10E S6 NE SE,196300
Pleasant Lake,Waushara,120.14,24,T18N R8E S33 SE SW,106900
Pleasant Lake,Marquette,120.14,24,T18N R8E S33 SE SW,106900
Pleasant Lake,Walworth,145.18,29,T4N R16E S24 SE SW,741500
Pleasant Lake,Shawano,21.83,14,T29N R11E S7 SW NW,1408800
Plum Lake,Vilas,1057.46,57,T41N R7E S36 NE SE,1592400
Plummer Lake,Chippewa,45.28,36,T32N R8W S34 NE NE,2348700
Plummer Lake,Vilas,218.6,85,T40N R6E S8 NW NW,1875100
Pokegama Lake,Washburn,465.06,23,T42N R12W S22 NW SW,2696300
Pokegama Lake,Barron,433.45,19,T33N R10W S20 SE NW,2094300
Pokegama Lake,Burnett,236.35,56,T38N R15W S15 NE SW,2657200
Polack Lake,Taylor,12.09,15,T31N R2W S9 SE SE,2163400
Pole Lake,Ashland,11.26,32,T42N R4W S6 SE SE,1875200
Pond Lake,Bayfield,7.21,40,T45N R8W S14 NE NE,2771800
Pond Lake,Price,54.7,5,T39N R3E S10 NW NW,2273400
Pond Lake ,Bayfield,27.64,5,T44N R8W S17 SW SW,2750900
Pope Lake,Waupaca,21.32,40,T21N R11E S5 NE SW,262900
Poplar Lake,Polk,116.76,34,T33N R18W S4 NE NE,2491000
Poplar River Pond,Douglas,9.17,14,T47N R11W S6 SE SW,2860400
Popple Lake,Forest,57.37,5,T35N R14E S20 NE SW,196500
Popple Lake,Chippewa,94.29,25,T30N R8W S25 NW SE,2173900
Popple Point Lake,Chippewa,6.29,21,T31N R8W S14 SW NE,1875500
Poquettes Lake,Burnett,95.62,23,T38N R14W S2 NW SW,2491100
Porcupine Lake,Bayfield,71.49,33,T44N R6W S17 NW SW,2896600
Port Arthur Flowage,Rusk,284.72,19,T34N R6W S9 NW SE,3000625
Porters Lake,Waushara,75.6,16,T19N R11E S20 SE SW,246900
Poskin Lake,Barron,153.51,30,T34N R13W S15 SW NW,2098000
Potato Lake,Rusk,540.34,40,T33N R8W S19 NW SW,2355300
Potato Lake,Washburn,224.12,20,T39N R11W S36 NW NE,2714500
Potter Flowage,Jackson,255.05,24,T21N R1W S17 NE NW,1722000
Potter Lake,Ashland,29.16,11,T44N R4W S13 NE NW,2917200
Potter Lake,Walworth,154.64,26,T4N R18E S11 SW SE,753800
Powers Lake,Kenosha,451.37,33,T1N R18E S13 SE NW,744200
Powers Lake,Walworth,451.37,33,T1N R18E S13 SE NW,744200
Prairie Lake,Barron,1408.39,16,T33N R10W S19 SE SW,2094100
Prairie Lake,Barron,1408.39,16,T33N R10W S19 SE SW,2094100
Prairie Lake,Barron,1408.39,16,T33N R10W S19 SE SW,2094100
Pre-emption Creek Pond,Bayfield,2.96,13.5,T44N R6W S11 NE SW,2895700
Presque Isle Lake,Vilas,1165.11,103,T43N R6E S8 NE SE,2956500
Pretty Lake,Waukesha,64.84,31,T6N R17E S28 NW SW,779300
Price Lake,Price,88.98,27,T38N R2W S19 SE NE,2234600
Price Lake,Waupaca,16.01,26,T24N R12E S14 NE SE,284400
Price Lake,Bayfield,69.94,16,T43N R7W S8 NW SE,2491300
Priest Lake,Bayfield,31.8,44,T45N R9W S19 SE SE,2491400
Prong Lake,Vilas,30.72,50,T40N R7E S27 NE SW,1013200
Puckaway Lake,Green Lake,5013.45,5,T15N R12E S18 SE NE,158700
Puckaway Lake,Marquette,5013.45,5,T15N R12E S18 SE NE,158700
Pulaski Lake,Rusk,125.43,40,T33N R7W S18 SE SE,1875900
Punch Lake,Vilas,22.97,40,T41N R6E S35 SW SW,1013500
Purdy Lake,Forest,16.7,15,T36N R15E S27 SW NW,503700
Quartz Lake,Forest,45.33,14,T40N R12E S14 NW SW,591000
Quill Lake,Oconto,20.66,30,T32N R15E S13 SW NW,490100
Quimette Lake,Price,14.99,15,T40N R2E S2 NE SE,1872000
Rabe Lake,Langlade,6.14,10,T31N R12E S27 NW NW,350200
Radigan Flowage,Douglas,149.71,10,T43N R15W S10 SE SW,2687500
Radisson Flowage,Sawyer,178.33,12,T38N R7W S23 SE NW,2397400
Radtke Lake,Washington,9.25,14,T11N R20E S22 SW SE,34700
Railroad Lake,Florence,36.97,68,T39N R19E S4 NW SE,702800
Rainbow Flowage,Oneida,3152.99,28,T39N R8E S30 SW SW,1595300
Rainbow Lake,Douglas,5,33,T43N R12W S11 NW NE,2491800
Rainbow Lake ,Waupaca,206.67,95,T22N R11E S34 SW NE,265300
Rainbow Springs Lake,Waukesha,34.88,16,T5N R18E S31 NW SE,768000
Ramsdell Lake,Forest,15.04,10,T40N R14E S3 NE NE,709600
Ranch Lake,Oconto,51.71,44,T31N R18E S12 SE NW,426400
Randall Lake,Washburn,39.79,6,T38N R12W S5 NW SW,2682600
Randall Lake,Iron,115.43,12,T41N R4E S17 NE SW,2318500
Random Lake,Sheboygan,211.74,22.2,T13N R21E S26 SW SW,30300
Range Line Lake,Forest,93.15,11,T34N R15E S18 NW SW,478200
Range Line Lake,Oneida,128.62,28,T39N R10E S36 NE SE,1610300
Rassmusson Lake,Chippewa,6.41,15,T32N R8W S34 SE NW,1876100
Rat Lake,Chippewa,5.24,10,T31N R8W S3 NE NE,1876200
Raven Lake,Chippewa,1.16,20,T30N R5W S2 NE NE,2159400
Razorback Lake,Vilas,381.43,35,T41N R8E S20 NE SW,1013800
Reagon Lake,Waukesha,14.86,10,T6N R17E S22 SW NW,779400
Red Cedar Lake,Washburn,1896.85,53,T36N R10W S21 NE SE,2109600
Red Cedar Lake,Barron,1896.85,53,T36N R10W S21 NE SE,2109600
Red Cedar Lake,Jefferson,343.69,6,T6N R13E S20 NE SW,813100
Red Ike Lake,Sawyer,37.59,11,T42N R5W S11 NW NW,2426300
Red Lake,Douglas,253.45,37,T43N R11W S29 NE SW,2492100
Red Lake,Washburn,38.49,75,T37N R10W S5 SW SE,1876500
Reed Lake,Sawyer,71.69,17,T40N R7W S4 SW NW,2433800
Reisner Lake,Florence,95.6,5,T39N R15E S4 NE SE,676700
Reservoir Pond,Oconto,412.62,16,T33N R15E S33 NW NW,466700
Rest Lake,Vilas,654.92,53,T42N R5E S9 NW NW,2327500
Reton Lake,Portage,25.67,10,T24N R10E S28 NW SW,197000
Rhinelander Flowage,Oneida,1371.86,10,T36N R9E S6 NW NE,1580100
Rhinelander Flowage,Oneida,1371.86,10,T36N R9E S6 NW NE,1580100
Rhinelander Flowage,Oneida,1371.86,10,T36N R9E S6 NW NE,1580100
Rhinelander Flowage,Oneida,1371.86,10,T36N R9E S6 NW NE,1580100
Rib Lake,Taylor,301.09,9,T33N R2E S35 NW NW,1469100
Rice Lake,Polk,128.83,10,T35N R17W S21 SW SW,2621600
Rice Lake,Iron,113.96,21,T43N R3E S26 NE NE,2300600
Rice Lake,Polk,90.14,6,T32N R18W S11 SE SW,2615400
Rice Lake,Burnett,329.12,9,T39N R14W S15 SE NW,2677900
Rice Lake,Washburn,91.81,11,T42N R12W S16 NE NW,2696000
Rice Lake,Barron,859.23,19,T35N R11W S21 SE NW,2103900
Rice River Flowage*(Nokomis),Lincoln,763.64,26,T35N R6E S6 NW NE,1516400
Rice River Flowage*(Nokomis),Oneida,763.64,26,T35N R6E S6 NW NE,1516400
Richardson Lake,Forest,47.71,10,T34N R14E S11 NW SW,479700
Richter Lake,Taylor,43.47,50,T31N R2W S11 NE SE,1760000
Riley Lake,Chippewa,27.23,23,T32N R8W S21 NE NE,1876900
Riley Lake,Forest,220.11,20,T35N R14E S5 SW NW,557100
Riley Lake,Florence,40.72,38,T40N R16E S14 SW SE,707900
Riley Lake,Price,184.18,5,T39N R3E S18 SW SE,2263400
Riley Lake,Portage,8.14,46,T22N R9E S25 SW NE,197100
Rinehart Lake,Portage,42.86,27,T24N R10E S27 SE SE,278600
Ripley Lake,Washburn,36.98,22,T38N R11W S19 SW SE,1877000
Ripley Lake,Washburn,184.01,27,T37N R12W S4 SE SW,2492600
Ritter Lake,Forest,2.41,15,T39N R13E S11 NE NW,591200
Riverdale Flowage,Saint Croix,68.13,20,T31N R18W S31 NE SW,2614600
Road Lake,Lincoln,78.95,33,T34N R6E S14 NE NW,1506200
Roberts Lake,Forest,435.06,31,T34N R14E S6 SW SW,378400
Robinson Lake,Chippewa,5.88,20,T32N R7W S15 SW NW,2186100
Robinson Lake,Bayfield,89.22,36,T44N R9W S4 NE SE,2743300
Robinson Lake,Vilas,34.43,20,T41N R12E S13 SE SE,591300
Robinson Lake,Forest,34.43,20,T41N R12E S13 SE SE,591300
Rock Dam Lake,Clark,95.87,10,T26N R4W S15 SE NW,2139000
Rock Lake,Kenosha,43.7,33,T1N R20E S34 NW SE,746000
Rock Lake,Jefferson,1364.55,60,T7N R13E S14 NE NE,830700
Rock Lake,Bayfield,31.29,25,T43N R6W S29 SW NE,2492800
Rock Lake,Chippewa,98.44,47,T31N R8W S9 NW SW,2171600
Rock Lake,Douglas,52.4,15,T45N R10W S33 NE NE,2492900
Rockland Lake,Racine,45.04,25,T3N R19E S33 NE SW,741600
Rockville Flowage,Manitowoc,76.43,6,T17N R21E S28 NW NW,58400
Rocky Ridge Lake,Washburn,84.25,16,T39N R13W S5 SE SW,2707300
Roedecker Lake,Chippewa,14.52,8,T32N R6W S16 NW SE,1877600
Roger Lake,Chippewa,9.3,19,T31N R8W S2 NW NE,1877700
Roger Lake,Bayfield,25.62,30,T44N R7W S10 NW SW,2900000
Roger Lake No. 2 ,Chippewa,7.93,16,T31N R8W S2 NW NE,1877800
Rogers Lake,Langlade,12.67,30,T33N R11E S34 SW SE,1014200
Rogers Lake,Forest,15.3,4,T38N R13E S2 SE NW,591400
Roland Lake,Waupaca,15.45,19,T24N R12E S25 NW SE,197200
Rolling Stone Lake,Langlade,682.14,12,T34N R12E S13 SW SE,389300
Rollofson Lake,Waupaca,37.45,44,T23N R11E S7 NW SW,277600
Rome Mill Pond,Jefferson,447.66,7,T6N R16E S17 NE SW,824400
Rooney Lake,Burnett,329.47,30,T40N R14W S11 SW SW,2493100
Roothouse Lake,Lincoln,22.23,15,T34N R8E S17 NW SW,1558200
Rose Lake,Langlade,114.82,24,T32N R14E S26 NW NE,494200
Rosebush Lake,Marinette,416.55,30,T35N R22E S19 SE SW,634300
Rost Lake,Oconto,99.01,29,T30N R19E S24 SW NW,504300
Round Lake,Barron,8.91,11,T36N R10W S7 NE SE,1878300
Round Lake,Trempealeau,74.51,7,T18N R9W S36 SW SE,728500
Round Lake,Forest,68.63,10,T35N R14E S25 NE NE,480100
Round Lake,La Crosse,74.51,7,T18N R9W S36 SW SE,728500
Round Lake,Polk,67.9,26,T33N R18W S26 SW NW,2616400
Round Lake,Waushara,74.23,19,T20N R11E S35 SW NE,197300
Round Lake,Oneida,151.24,15,T39N R11E S20 SW SE,1610400
Round Lake,Chippewa,215.79,18,T32N R9W S23 NW NW,2169200
Round Lake,Rusk,107.8,5,T33N R7W S8 SW SW,1878200
Round Lake,Price,748.05,24,T40N R3E S26 NW NW,2267800
Round Lake,Chippewa,7.57,21,T31N R8W S27 SW SE,2170400
Round Lake,Shawano,27.05,39,T26N R15E S33 NE SW,299300
Round Lake,Douglas,33.26,76,T43N R13W S12 NW NE,2493900
Round Lake,Burnett,208.34,27,T37N R18W S27 NE SW,2640100
Round Lake,Waupaca,73.07,67,T22N R11E S33 SE NE,265000
Round Lake,Calumet,11.37,50,T19N R20E S1 NE NW,68600
Round Lake,Sawyer,3293.9,74,T41N R8W S36 NW SE,2395600
Round Lake,Douglas,7.16,11,T46N R13W S10 SE SE,2855800
Roxy Pond ,Waukesha,14.75,3,T5N R18E S29 SE SW,767400
Ruby Lake,Chippewa,18.62,74,T32N R9W S10 NE SE,1878500
Rush Lake,Sawyer,4.94,10,T41N R6W S5 SW SW,1878700
Rush Lake,Douglas,15.49,9,T46N R10W S12 NE NE,2772800
Rusk Lake,Rusk,13.49,71,T33N R9W S15 SW NE,1878800
Ruskin Lake,Walworth,4.48,4,T4N R17E S1 SE NE,3000628
Sackett Lake,Taylor,60.17,32,T32N R1W S36 NW NE,1764500
Sailor Creek Flowage,Price,201.26,8,T39N R1E S19 SE SW,2252200
Sailor Lake,Price,167.85,7,T39N R2E S20 SW SW,2254800
Saint Johns Lake,Forest,107.29,21,T34N R13E S8 SE SE,388700
Salem Lake,Taylor,13.87,45,T32N R2W S13 SE SE,2165100
Salisbury Lake,Chippewa,79.71,16,T32N R9W S23 SE SW,1879700
Sand Bar Lake,Bayfield,126.83,49,T45N R9W S20 NW SW,2494900
Sand Lake,Waupaca,13.82,29,T23N R11E S33 NE NW,198000
Sand Lake,Burnett,900.33,73,T40N R15W S25 SW NW,2495100
Sand Lake,Chippewa,14.84,13,T31N R8W S15 NW NE,1880000
Sand Lake,Oneida,36.87,19,T37N R7E S5 SW NW,1015800
Sand Lake,Washburn,210.29,9,T42N R13W S5 SW NE,2495200
Sand Lake,Chippewa,271.76,100,T33N R8W S34 NW NW,2353600
Sand Lake,Waushara,51.4,9,T20N R8E S36 NW NW,1015700
Sand Lake,Bayfield,4.72,10,T46N R8W S18 SW SW,2773100
Sand Lake,Florence,22.69,28,T39N R18E S13 NW NW,591700
Sand Lake,Barron,318.06,57,T36N R14W S17 NE NW,2661100
Sand Lake,Polk,216.43,58,T33N R18W S2 SW NE,2495000
Sand Lake,Rusk,271.76,100,T33N R8W S34 NW NW,2353600
Sand Lake,Sawyer,949.48,50,T39N R9W S22 NW SW,2393200
Sand Lake,Florence,48.35,58,T38N R18E S21 NW SW,591600
Sand Lake,Oneida,547.39,25,T39N R9E S20 NE NE,1597000
Sand Lake,Douglas,98.73,13,T45N R10W S13 SW NW,2495300
Sandstone Flowage,Marinette,126.81,39,T32N R19E S24 NE SE,531300
Sandy Beach Lake,Iron,109.67,13,T42N R4E S22 SE NE,2316100
Sanford Lake,Vilas,91.53,51,T43N R6E S25 NE SE,2335300
Saratoga Lake,Waukesha,28.18,6,T6N R19E S3 NE SE,771600
Sauntrys Pocket Lake,Douglas,103.38,9,T43N R11W S1 SW SE,2495600
Sawyer Lake,Douglas,14.7,9,T43N R10W S30 SW NE,2700500
Sawyer Lake,Langlade,149.1,31,T32N R14E S21 NW NW,198100
Saylesville Millpond,Waukesha,44.19,4,T6N R18E S25 SW NW,770100
Scattered Rice Lake,Forest,427.82,10,T36N R14E S25 SE SE,555200
Scattering Rice Lake,Vilas,263.27,17,T40N R10E S23 NE NE,1600300
Schisel Lake,Manitowoc,13.13,32,T19N R22E S13 NW NW,72800
Schnur Lake,Price,154.1,27,T40N R1W S5 NE SE,2284000
School Section Lake,Waukesha,122.07,8,T6N R17E S17 NE SW,825000
School Section Lake,Waukesha,122.07,8,T6N R17E S17 NE SW,825000
School Section Lake,Waupaca,38.53,38,T24N R13E S16 SW NE,283600
School Section Lake,Marquette,31,12,T17N R8E S9 SE SW,107500
School Section Lake,Waukesha,122.07,8,T6N R17E S17 NE SW,825000
Schoolhouse Lake,Taylor,20.53,29,T31N R1W S2 SE SE,1667800
Schoolhouse Lake,Sawyer,54.27,12,T40N R9W S35 NW SW,2396900
Scotchman Lake,Oneida,32.11,21,T39N R5E S23 SE NW,1016200
Scott Flowage,Marinette,139.32,33,T30N R24E S6 NW NW,609200
Scott Lake,Douglas,20.63,16,T43N R13W S1 SE SE,2495800
Scott Lake,Forest,31.22,5,T38N R12E S17 SW SE,1615400
Scott Lake,Barron,76.36,26,T35N R14W S16 SW NW,2630700
Scout Lake,Douglas,30.02,9,T46N R13W S16 NW SE,2856600
Scout Lake,Milwaukee,5.46,19,T6N R21E S35 NW SW,6100
Scovils Lake,Washburn,64.6,37,T42N R13W S17 NW NW,2495900
Scuppernong Creek Pond,Waukesha,16.54,5,T6N R17E S10 NW SE,826000
Sea Lion Lake,Florence,114.3,82,T39N R17E S11 NE NW,672300
Seal Lake,Forest,5.9,5,T34N R16E S20 SW NW,426800
Second Lake,Trempealeau,28.53,7,T18N R9W S35 NE SE,728800
Second Small Lake,Forest,10.6,5,T39N R12E S31 NE SE,1016400
Section Ten Lake,Langlade,3.41,15,T32N R14E S10 NE NW,426900
Section Thirty Lake,Oconto,6.13,20,T32N R15E S30 SW SW,427000
Section Thirty Lake,Langlade,6.13,20,T32N R15E S30 SW SW,427000
Seeley Lake,Sauk,52.01,10,T11N R5E S14 NE SW,1275500
Seidel Lake,Florence,50.37,44,T39N R17E S15 NE SW,672000
Seitz Lake,Ashland,17.04,6,T44N R4W S4 SW SE,2915900
Senn Lake,Fond du Lac,7.36,8,T13N R18E S27 SE NW,11600
Setting Lake,Langlade,23.99,10,T32N R14E S12 SW SE,497000
Seven Island Lake,Lincoln,134.83,31,T34N R8E S23 NW NW,1490300
Sevenmile Lake,Forest,518.19,43,T39N R11E S11 NE SE,1605800
Sevenmile Lake,Oneida,518.19,43,T39N R11E S11 NE SE,1605800
Seymour Lake,Washburn,62.12,15,T38N R11W S15 NW NW,2496100
Shabodock Lake,Forest,7.19,5,T35N R15E S2 NE NW,553200
Shadow Lake,Waupaca,44.07,41,T22N R12E S31 NE NW,258600
Shamrock Lake,Rusk,58.36,8,T35N R3W S3 SW SE,2220500
Shannon Lake,Vilas,34.9,30,T40N R8E S12 SE SW,1016800
Shawano Lake,Shawano,6215.37,39.5,T27N R16E S28 NW NW,322800
Shawano Lake,Shawano,6215.37,39.5,T27N R16E S28 NW NW,322800
Shawano Lake,Shawano,6215.37,39.5,T27N R16E S28 NW NW,322800
Shay Lake,Oconto,67.74,36,T31N R18E S7 SE SE,456765
Shay Lake,Oconto,47.35,35,T32N R15E S17 NE NW,427300
Shea Lake,Kewaunee,31.52,24,T22N R23E S21 SE SW,85400
Sheboygan Falls Quarry,Sheboygan,3.32,40,T15N R22E S36 NE NE,46500
Sheboygan Quarry,Sheboygan,8.49,45,T15N R23E S9 SE NE,46600
Shell Lake,Washburn,2513.31,36,T38N R12W S31 SW SE,2496300
Shepard Lake,Oneida,178.59,18,T37N R9E S27 NW SE,1576100
Sheridan Park Pond,Milwaukee,1.28,8,T6N R22E S24 SW SW,11700
Sherwood Lake*,Clark,114.13,9,T23N R1E S34 SW SE,1736200
Shishebogama Lake,Vilas,699.93,42,T39N R5E S1 SE NW,1539600
Shishebogama Lake,Oneida,699.93,42,T39N R5E S1 SE NW,1539600
Shoe Lake,Forest,170.46,15,T34N R14E S21 NW SE,376600
Shoe Lake,Manitowoc,9.51,34,T17N R21E S16 NE SW,46700
Shoto Lake,Manitowoc,12.47,11,T20N R24E S29 NE SW,87300
Sidie Hollow Lake,Vernon,35.07,22,T12N R5W S10 NW NE,1641400
Siemer Lake,Waupaca,33.76,10,T24N R11E S11 SE SW,198600
Silver Bass Lake,Chippewa,1.22,21,T31N R8W S13 NE SW,2179900
Silver Lake,Vilas,57.49,19,T40N R10E S27 NW SW,1599800
Silver Lake,Bayfield,25.97,55,T46N R8W S9 NE SW,2773800
Silver Lake,Walworth,86.23,3,T3N R16E S14 NE NW,741700
Silver Lake,Oneida,39.23,16,T38N R6E S6 NE SE,1017600
Silver Lake,Portage,6.31,20,T22N R9E S26 SE SW,198700
Silver Lake,Barron,330.7,91,T36N R13W S24 SW SE,1881100
Silver Lake,Forest,316.59,20,T36N R14E S35 NE SW,555700
Silver Lake,Waukesha,217.07,40,T7N R17E S9 SW SE,779800
Silver Lake,Manitowoc,72.61,43,T19N R23E S34 SW NE,67400
Silver Lake,Waushara,50.39,56,T20N R11E S32 NE NE,247700
Silver Lake,Waupaca,34.66,11,T22N R11E S28 NE NW,198900
Silver Lake,Kenosha,515.96,44,T1N R20E S17 SW NE,747900
Silver Lake,Lincoln,79.52,39,T34N R7E S28 NW NE,1017400
Silver Lake,Washburn,188.45,28,T41N R12W S35 SE NE,2496900
Silver Lake,Waupaca,70.75,17,T23N R11E S14 SW NW,198800
Silver Lake,Waushara,328.3,50,T18N R11E S7 NE NE,107900
Silver Lake,Columbia,69.93,42,T12N R9E S6 NW NE,107700
Silver Lake,Chippewa,26.85,75,T32N R9W S4 NE SE,2092800
Silver Lake,Chippewa,1.82,16,T31N R8W S11 SW NW,1881000
Silver Lake (Paradise Valley),Washington,122.41,47,T11N R19E S27 NW NW,36200
Silverthorn Lake,Sawyer,17.85,18,T42N R8W S10 SW NW,2497000
Simms Lake,Douglas,150.82,41,T44N R10W S30 SW NW,2497100
Simpson Lake,Bayfield,10.23,20,T47N R9W S11 SE NW,2774000
Sinissippi Lake (Hustisford),Dodge,3077.6,8,T10N R16E S9 SE NE,859900
Siskiwit Lake,Bayfield,284.8,13,T50N R6W S21 SE NW,2882300
Sissabagama Lake,Sawyer,805.4,48,T38N R9W S6 SE NW,2393500
Skunk Lake,Portage,20.65,26,T24N R10E S23 NW NW,199000
Sleepy Eye Lake,Washburn,38.14,10,T42N R13W S24 SE SE,2497400
Slim Creek Flowage,Washburn,105.84,27,T38N R10W S10 NW SW,2109100
Slim Lake,Washburn,209.86,42,T38N R10W S2 SE SW,2109300
Small Bass Lakes,Oconto,16.62,20,T32N R15E S14 NW SW,427400
Smith Lake,Washington,85.15,5,T12N R19E S26 SW SW,36700
Smith Lake,Chippewa,9.18,41,T32N R7W S28 NW SE,2177600
Smith Lake,Lincoln,30.53,27,T35N R6E S13 SW SE,1555200
Smith Lake,Sawyer,7.06,31,T42N R7W S8 SW NE,2456600
Smith Lake,Sawyer,325.54,29,T41N R9W S10 SW NW,2726100
Smoke Lake,Oconto,51.2,5,T33N R15E S14 NW SE,427500
Snag Lake,Sawyer,7.04,10,T41N R5W S34 NE NE,1881600
Snag Lake,Langlade,20.27,22,T33N R10E S23 SW SW,1018400
Snake Lake,Oneida,13.3,18,T40N R6E S35 SE SE,1541700
Snake Lake,Vilas,13.3,18,T40N R6E S35 SE SE,1541700
Snake Lake,Douglas,88.26,38,T43N R10W S19 NW SW,2700300
Snipe Lake,Vilas,215.5,15,T40N R9E S21 NE NE,1018500
Snipe Lake,Sawyer,21.96,5,T41N R6W S15 SW SW,2416300
Snipe Lake,Douglas,19.88,20,T43N R12W S7 SE NE,2498000
Snoose Lake,Ashland,32.74,15,T41N R4W S31 SE SE,2402100
Snowden Lake,Oneida,134.79,11,T37N R10E S29 SW SE,1018600
Snowshoe Lake,Ashland,24.53,11,T44N R2W S28 NE NE,2935100
Snyder Lake,Clark,20.87,10,T24N R3W S10 SE NE,1747100
Solberg Lake,Price,843.56,16,T38N R1E S29 SE SW,2242500
Somers Lake,Polk,103.49,12,T37N R16W S27 NW SW,2665900
Somo Lake,Lincoln,404.01,25,T35N R5E S22 NW NW,1547700
South Harper Lake,Taylor,72.32,32,T33N R2E S11 NE NW,2204100
South Lake,Florence,23.61,20,T39N R19E S3 NW NW,702200
South Lake,Price,30.88,15,T40N R2E S11 SW NW,1879100
South Lake,Florence,23.61,20,T39N R19E S3 NW NW,702200
South Neva Lake,Langlade,33.25,24,T32N R11E S10 SE NW,1015200
South Shattuck Lake,Chippewa,63.38,32,T32N R8W S31 NW NW,1879300
South Turtle Lake,Vilas,466.18,40,T43N R5E S5 SW SE,2310200
South Twin Lake,Taylor,25.37,40,T32N R1W S12 NE NE,2193900
South Twin Lake,Polk,71.54,9,T33N R16W S33 NW SW,2623800
"South Twin Lake,Twin Lakes ",Washburn,106.11,29,T41N R13W S2 SW NW,2494500
South Two Lakes,Oneida,221.42,69,T38N R7E S16 SE SE,1015500
Sparkling Lake,Vilas,157.16,60,T41N R6E S25 NW NW,1881900
